id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
1956275,"Beautiful 3 bd- 1.5 bath with parking, in Boston.",9622924,Emmanuel,,Jamaica Plain,42.3079,-71.12378,Entire home/apt,1299,91,105,2019-05-20,1.00,1,0,0,
1970755,Large Upscale Suite Sleep 2,10176062,Lea,,Brighton,42.3355,-71.1763,Private room,190,3,34,2022-06-19,0.34,4,360,6,
1984737,Charming Harvard Victorian,8824696,Steve,,Allston,42.38248,-71.13545,Entire home/apt,499,2,350,2022-08-23,3.47,2,283,31,STR-13324
2000797,"Private balcony&kitchenette, 15min to ctr,safe st",9898255,Jessica,,Dorchester,42.31465,-71.0624,Private room,95,2,167,2022-08-28,1.67,5,324,21,STR-443035
2014651,One Private Bedroom in J.P.,2155838,Molly,,Jamaica Plain,42.30593,-71.10733,Private room,120,91,38,2019-09-02,0.36,1,365,0,
2014882,1 bedroom and private bathroom,1521296,Yossi,,Brighton,42.34245,-71.15758,Private room,80,3,267,2022-09-12,2.66,2,196,42,STR-415415
2021483,Spacious Updated 2 Bed Boston Condo w/ Deck,10197317,Shannon,,South Boston,42.3358,-71.04948,Entire home/apt,650,1,9,2022-05-22,0.12,3,62,1,STR-383155
2021489,Spacious Updated Boston Room/Condo,10197317,Shannon,,South Boston,42.33375,-71.04767,Private room,220,29,86,2022-08-31,1.10,3,247,1,STR-383155
2030680,Cozy Room in a Charming Townhouse,10427720,Gosia,,Brighton,42.37837,-71.15249,Private room,125,30,28,2022-07-30,0.28,2,295,2,
2038283,Stay Across from Harvard's Campus!,4521987,Kris,,Allston,42.37247,-71.11381,Entire home/apt,146,4,175,2022-09-01,1.66,1,6,27,ROC-19403721-002
2075647,Eco-Bohemian Boston Hideaway in East Somerville,9623536,Mary,,Charlestown,42.38888,-71.09235,Private room,97,1,234,2022-09-02,2.20,2,52,25,
2108738,Back Bay Studio,10750832,Tom,,Back Bay,42.3504,-71.08891,Entire home/apt,70,91,34,2016-08-14,0.32,1,0,0,
2126053,"Studio, w kitchenette, in owner's Beacon Hill home",10844648,Janet,,Beacon Hill,42.35771,-71.06978,Entire home/apt,165,29,113,2022-08-14,1.10,1,82,4,STR-395757
2134689,Comfortable Private Room (SU1-3),6094,Matt,,Charlestown,42.39568,-71.09029,Private room,45,91,7,2021-09-29,0.07,9,270,1,
2141306,Modern 2Bd1BA in Downtown Boston,5355690,Kyle,,Downtown,42.3559,-71.05998,Entire home/apt,300,91,7,2017-06-18,0.07,1,0,0,
2147504,Lovely bedroom in great home,10961675,Laurie,,Brighton,42.3737,-71.17399,Private room,85,30,213,2022-08-17,2.03,2,192,3,
2183058,Historic Boston North End Condo,11132080,Cindy & Mark,,North End,42.36446,-71.05429,Entire home/apt,195,91,169,2019-12-16,1.63,1,167,0,
2183117,I bdrm in Boston/Allston/Brookline,11132354,Alla,,Allston,42.34995,-71.13427,Entire home/apt,110,30,49,2021-10-30,0.53,1,83,1,
2206750,"Sunny, private & peaceful",5508811,Heather,,Brighton,42.3724,-71.17448,Entire home/apt,170,30,76,2019-09-01,0.74,1,257,0,
2215762,"The Clare | The Upton, South End",5430185,Laura And Olivia,,South End,42.34303,-71.07305,Entire home/apt,222,3,52,2022-08-10,0.51,7,73,12,Exempt: This listing is a hotel or motel
2223447,HarvardSq. Bright&Quiet 1 BdrApt MONTHLY/LONG TERM,7421025,Doriana,,Allston,42.37125,-71.11183,Entire home/apt,95,91,34,2018-09-01,0.37,2,107,0,
2263295,Cozy Cottage in Brookline Village,11557910,Charles,,Mission Hill,42.33125,-71.11956,Entire home/apt,600,91,27,2022-06-23,0.26,13,316,1,
2292495,furnished 1 bed apartment copley #5,9653086,Glenn,,South End,42.34125,-71.07604,Entire home/apt,129,33,76,2022-07-13,0.78,6,298,3,
2319690,Sunny Private Room near Coolidge Corner,9193934,Joyce,,Allston,42.34274,-71.1272,Private room,89,27,483,2022-08-15,4.65,2,182,27,
2332898,Room/bath in Coolidge Corner,9193934,Joyce,,Allston,42.3424,-71.12574,Private room,99,27,468,2022-07-31,4.58,2,321,23,
2372987,Modern South End Pied a Terre | 1BR 1BA,814298,Thatch,,South End,42.33662,-71.0753,Entire home/apt,200,28,88,2020-03-29,0.84,113,258,0,STR-416007
2378421,Light-filled Private Suite on Beautiful Street,12150111,A And L,,Jamaica Plain,42.31146,-71.11947,Entire home/apt,172,2,162,2022-08-31,1.58,2,90,21,STR-413453
2395326,* Brownstone Classic South End,12230539,Tim,,South End,42.34568,-71.07169,Entire home/apt,119,29,408,2020-09-20,3.93,1,0,0,STR-416118
2410846,"Sunny Beacon Hill, corner unit top floor",3137257,Local Furnished,,Downtown,42.35702,-71.06168,Entire home/apt,130,91,36,2020-11-25,0.36,1,111,0,
2451591,Large Master Bedroom + Full Private Bath,12535522,Mona,,Allston,42.36093,-71.10642,Private room,129,30,21,2022-09-05,0.21,1,295,2,C0248480491
2467252,"West Cambridge,  1 or 2 BR in House near Harvard",12617598,Caroline,,Allston,42.38137,-71.12917,Private room,128,2,234,2022-09-10,2.28,1,42,18,STR-14032
2480744,Sunny room in beautiful home,10961675,Laurie,,Brighton,42.37233,-71.17394,Private room,85,2,74,2018-08-27,0.72,2,317,0,
2495047,"The Tremont | The Upton, South End",5430185,Laura And Olivia,,South End,42.34309,-71.07316,Entire home/apt,223,2,55,2022-08-27,0.56,7,30,19,Exempt: This listing is a hotel or motel
2526773,Charming comfort 1 BR / Studio,12165186,Masha,,Brighton,42.34272,-71.15672,Entire home/apt,52,91,18,2022-08-20,0.18,2,42,2,
2538536,Beautiful clean bright corner unit!,16067950,Moshe,,Brighton,42.33629,-71.14571,Entire home/apt,105,28,45,2021-04-13,0.44,1,0,0,
2538983,Spacious 2 bedrooms Apt-Roof deck NO Cleaning fee,13000172,Dan,,Fenway,42.35704,-71.10909,Entire home/apt,299,1,480,2022-09-13,5.53,1,208,108,C0082170491
2658094,"Beautiful Boston North End spacious Light 2Bd, 1BA-2D",5578043,Dror,,North End,42.36597,-71.05271,Entire home/apt,169,31,145,2020-11-09,1.44,4,313,0,
2672058,"Modern loft, walk to subway",13565868,Christie,,Allston,42.35429,-71.13251,Private room,85,91,12,2016-09-09,0.12,1,0,0,
2676488,"Licensed Boston airport studio 5 stars, subway",3474193,Jez N Ken,,East Boston,42.38114,-70.98906,Entire home/apt,137,1,1029,2022-09-12,10.03,4,326,134,
2701124,Charlesview Suites Back Bay,13822322,Varouj,,Back Bay,42.34492,-71.08482,Entire home/apt,280,29,79,2022-07-06,0.81,1,365,1,STR-416239
2723274,Lofty Modern 2BD Apt 800 sq ft,8790904,Albert,,Bay Village,42.34868,-71.07043,Entire home/apt,200,29,26,2019-10-27,0.26,1,0,0,STR-398102
2748056,Private Bed and Bath,8660903,Kan,,Charlestown,42.39663,-71.08665,Private room,460,1,35,2022-06-25,0.34,1,123,3,
2754975,Perfect Location to Explore Boston,6885890,Jonathan,,Beacon Hill,42.35902,-71.06296,Entire home/apt,150,365,100,2019-08-21,1.00,1,14,0,
2864688,Beautiful 3 bedroom 2 bath apt in Charlestown,887148,Dawn,,Charlestown,42.38148,-71.06967,Private room,595,5,0,,,5,365,0,Exempt: This listing is a unit that has contracts with hospitals
2886933,BEAUTIFUL SINGLE FAMILY VICTORIAN in Hyde Park!,13776857,Katy,,Hyde Park,42.26043,-71.11766,Entire home/apt,250,2,106,2022-09-05,1.05,1,0,10,STR-429200
2914111,Friendly Pleasant Place,14883738,Minga & Jonathan,,Allston,42.36397,-71.10712,Private room,108,3,249,2022-04-19,2.45,1,0,2,STR-13851
2926854,Comfortable Private Room (SU2-4),6094,Matt,,Charlestown,42.39387,-71.09093,Private room,71,91,11,2020-04-02,0.13,9,266,0,
2963419,Garden Oasis #1,15123694,Lucia,,Jamaica Plain,42.31893,-71.11701,Private room,95,91,27,2019-06-27,0.27,1,0,0,
2969548,Suite in Charming Victorian House,15151322,Jianmin,,Brighton,42.35588,-71.17629,Private room,95,2,86,2022-09-11,1.00,1,131,27,
2975163,"4 bedroom family home, Union Sq",3406230,Julie,,Charlestown,42.38406,-71.09656,Entire home/apt,300,91,19,2019-07-08,0.19,1,288,0,
2998559,Cozy Room with kitchenette by Harvard & MIT,11441054,Katy,,Brighton,42.37411,-71.16755,Private room,55,7,13,2022-08-31,0.13,4,318,2,
3021937,"Large Room in Spacious Apartment, Bikes available",6030020,Jason,,Allston,42.35854,-71.10955,Private room,137,14,11,2022-07-01,0.11,4,331,2,
3075854,"9 Rooms 3,200sf for 15 Guests",15654254,Dejun,,Brighton,42.35179,-71.18768,Entire home/apt,350,3,102,2020-03-16,1.05,1,14,0,
3104112,"Cozy, bright & private room just mins from Boston",15781289,Jahaida,,Charlestown,42.38466,-71.09588,Private room,113,2,25,2022-09-11,3.66,1,55,25,
3129309,"N5 TDGarden, Location, Freedom Trail, Lil Italy",3637081,Sarah,,North End,42.36693,-71.05624,Entire home/apt,133,2,406,2019-11-17,4.03,13,61,0,Exempt: This listing is a unit that has contracts with hospitals
3164650,2bd APT 20min from Downtown Boston,16052189,Jonathan,,Hyde Park,42.23533,-71.13256,Entire home/apt,89,29,33,2021-03-02,0.33,5,267,0,
3193484,2 Minutes Walk  to the Red Line!,16186589,Marie,,Dorchester,42.28814,-71.06889,Private room,45,30,8,2022-09-01,0.10,27,329,1,
3220412,Spacious Room in Shared Apt (SU2-1),6094,Matt,,Charlestown,42.39547,-71.08933,Private room,65,91,16,2022-05-22,0.16,9,259,2,
3229255,1bd Boston apt - Convenient & quiet,16343599,Ella & Will,,Roslindale,42.28657,-71.13236,Entire home/apt,168,3,129,2022-08-14,1.30,1,4,10,STR-399016
3234995,"Lovely, large 3 room apartment",10470174,Maria,,Allston,42.37896,-71.12489,Entire home/apt,329,2,58,2021-11-05,0.91,1,145,3,ROC-1283538-003
3247833,Lovely East Cambridge Apartment,2212429,Jimmy,,Charlestown,42.37032,-71.09317,Entire home/apt,219,2,473,2022-09-01,5.17,1,222,77,STR-13597
3257358,Room 2 at Coolidge Corner,5014042,Yue Jin,,Allston,42.3404,-71.12595,Private room,125,2,18,2022-04-28,0.24,13,137,1,
3294152,"Garden Suite near subway, beach",9898255,Jessica,,Dorchester,42.31281,-71.06098,Entire home/apt,123,2,221,2022-08-28,2.21,5,271,15,STR-443035
3311168,1000 sq ft 1B/1B Suite,10176062,Lea,,Brighton,42.33578,-71.178,Entire home/apt,190,3,107,2022-09-02,1.07,4,334,16,
3316049,Beautiful Junior 1-bedroom apartment,16742781,Jerry,,South End,42.345122073511305,-71.06492251792693,Entire home/apt,210,91,0,,,1,364,0,
3334098,"WELL-APPOINTED, BRIGHT AND SPACIOUS",5331227,/We Are Kai & Nina,,West End,42.36862,-71.08573,Entire home/apt,339,3,70,2022-08-19,0.71,1,230,16,
3343428,Brownstone Bedroom Park & Garden Views by LMA & T,11228809,Jonathan,,Roxbury,42.32811,-71.09157,Private room,142,2,304,2022-09-04,3.72,5,41,60,STR-468241
3344322,"Eagle Sea view,15min metro ride to center,safe st!",9898255,Jessica,,Dorchester,42.31311,-71.06232,Private room,77,2,132,2022-08-24,1.33,5,326,36,STR-443035
3352446,"West Cambridge 3BR: Pet OK, A/C, backyard, lovely!",3842820,Chris,,Allston,42.377277,-71.149094,Entire home/apt,499,3,4,2022-08-21,0.15,2,5,2,STR-74688
3434756,A charming House in the Garden-City,15398346,Shiri,,Brighton,42.35223,-71.19261,Entire home/apt,260,2,43,2019-08-11,0.43,1,0,0,
3441982,New Stylish Modern Studio,13819661,Jen,,Roxbury,42.31907,-71.09252,Entire home/apt,120,1,129,2022-08-15,2.68,1,151,9,STR-396299
3457722,"Sunlit w/ huge kitchen, parking & easy to downtown",6209951,Jeff And Rachel,,Brighton,42.35564,-71.15746,Entire home/apt,205,5,52,2022-07-16,0.53,1,0,3,str-396130
3463914,4th of July Dream Spot!,17452489,Nathaniel,,Back Bay,42.351,-71.08899,Entire home/apt,248,91,27,2016-07-17,0.27,1,0,0,
3474824,"Quiet Studio near MIT, Harvard & BU",5074009,Jeff&Liz,,Allston,42.35879,-71.10877,Entire home/apt,168,3,266,2022-08-31,2.67,2,19,34,STR-13865
3475883,Queen Bed (Liz) at Waterbridge,1152305,Greg,,Brighton,42.37387,-71.15083,Private room,75,3,64,2022-07-30,0.65,4,274,17,
3490140,Large Attic Room in Shared Apt (SU2-5),6094,Matt,,Charlestown,42.39557,-71.09034,Private room,65,91,10,2019-07-28,0.10,9,319,0,
3504918,Private Room in Shared Apt (SU1-2),6094,Matt,,Charlestown,42.39389,-71.08931,Private room,69,91,7,2019-11-02,0.07,9,318,0,
3506058,Harvard/MIT,9270106,Nanette,,Allston,42.36965,-71.09932,Private room,140,1,683,2022-09-14,6.86,2,318,110,STR-13988
3510127,Harvard/MIT/Single/Private 1/2 Bath,9270106,Nanette,,Allston,42.36904,-71.09937,Private room,124,1,718,2022-09-26,7.17,2,321,109,STR-13988
3519954,Queen Bed (Victoria) at Waterbridge,1152305,Greg,,Brighton,42.37389,-71.1513,Private room,75,3,63,2022-08-26,0.63,4,284,15,
3520353,Luxury Beacon Hill Apartment 1-BR,6508758,Xerxes,,Beacon Hill,42.35884,-71.06332,Entire home/apt,288,91,253,2021-12-22,2.56,1,198,1,
3521944,"Beautiful, Quiet, and Safe!",17735272,David,,West Roxbury,42.29742,-71.157,Entire home/apt,119,91,4,2014-09-14,0.04,1,0,0,
3538589,Two bedroom third floor apartment,10337757,Bruce & Fariba,,Allston,42.38332,-71.11479,Entire home/apt,150,4,132,2022-07-11,1.33,1,32,2,13449
3539510,230B2 · The Roseclair w/Central AC and IN-unit Laundry! | 3BR 1BA w/En-Suite HdTV's | 2nd Floor near UMass Boston Redline!,71783,Lance,,Dorchester,42.32213,-71.06094,Entire home/apt,150,30,31,2019-06-13,0.32,29,221,0,
3544343,Beacon Hill!! Feet Fom State House,17843002,Christian,,Downtown,42.35844,-71.06153,Entire home/apt,100,91,0,,,1,0,0,
3602379,"Modern, Spacious 1BR for 4 - Easy Marathon Access!",18150109,Alex,,Roxbury,42.32843,-71.09369,Entire home/apt,195,91,254,2019-11-16,2.63,4,363,0,STR-471474
3605045,Immaculate space with off street parking!,18165984,Stacey,,Dorchester,42.28512,-71.07672,Shared room,200,1,5,2019-05-19,0.05,1,162,0,STR-460055
3616561,Comfortable bedroom in a 2 bd apt,17997571,Adriana,,Brighton,42.36472,-71.18112,Private room,150,91,2,2014-09-06,0.02,1,365,0,
3649162,Walk to MIT or Harvard!  Perfect for a family,18446559,Meredith,,Allston,42.36343,-71.10305,Entire home/apt,180,4,11,2019-08-14,0.12,1,0,0,ROC-18348103-003
3656168,Parking Close 2 Downtown Renovated,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,38,150,6,2018-12-17,0.07,31,365,0,
3664031,2 bedroom condo in Downtown Boston,2006852,Jay,,North End,42.3636,-71.05367,Entire home/apt,221,31,53,2022-08-05,0.54,8,1,3,
3678159,Private room in charming Cambridge apartment,4026958,Robert,,Allston,42.36702713733344,-71.11235365988104,Private room,106,1,111,2022-09-09,1.48,1,2,37,STR-28731
3684345,Lux 2 Bedroom Cambridge Apt by MIT,9419684,Churchill,,West End,42.363747,-71.083374,Entire home/apt,469,31,12,2021-02-06,0.12,41,364,0,C0281180491
3705824,Small Rm +walk-in closet Easy to Longwood/Downtown,18517776,Huggy,,Roxbury,42.31676,-71.08,Private room,33,150,0,,,31,365,0,
3740822,Lux 2BR Cambridge Apt by MIT,9419684,Churchill,,West End,42.363747,-71.083374,Entire home/apt,469,31,15,2016-07-18,0.15,41,364,0,C0281180491
3749523,Grand Colonial in Historic Boston.,3842205,Nicolo,,Charlestown,42.37358323734141,-71.06308644845787,Entire home/apt,250,29,280,2022-07-30,2.84,1,270,3,
3774900,City Oasis |Deck & Yard |Walk To Harvard MIT Train,6823717,Juan Carlos,,Allston,42.36024,-71.11398,Entire home/apt,170,3,309,2022-08-24,3.18,2,36,39,STR-13631
3861471,Luxury 3BR Condo near Harvard/MIT with Parking!,11274561,Philip,,Fenway,42.36583,-71.09803,Entire home/apt,499,7,83,2021-10-28,0.84,2,269,2,STR-62076
3874798,2 Bedroom Modern City Condo,19992621,Marci,,South Boston,42.33526,-71.05216,Entire home/apt,325,3,11,2022-05-22,0.11,1,31,5,STR-457705
3890373,Beacon Hill Fabulous One Bedroom Apartment,19357187,Paul,,Beacon Hill,42.35792,-71.06432,Entire home/apt,150,29,248,2022-08-07,2.54,2,199,8,
3894437,Lovely Studio in Cambridge -- Great Location,6839881,Lisan,,Allston,42.38862,-71.12554,Entire home/apt,122,200,4,2022-08-31,0.04,4,138,1,
3907210,Private room with en-suite bathroom,10176062,Lea,,Brighton,42.33621,-71.17614,Private room,190,3,55,2022-09-01,0.56,4,355,8,
3944677,Bedroom,11886623,Maria,,Brighton,42.36137,-71.19058,Private room,1010,91,33,2019-11-05,0.34,1,89,0,
3957602,The Hedges: Sunny urban garden home with breakfast,2127414,Katharine (Kit) And Scott,,Jamaica Plain,42.31016,-71.10582,Private room,94,29,128,2020-03-21,1.31,1,0,0,STR-399287
3965313,Minutes to Boston-Near Beach 69-1,20551003,May,,East Boston,42.38679,-71.00271,Private room,42,91,91,2019-11-11,1.35,3,90,0,
3966829,Sunny Base close to MIT,20414167,Sandra,,Allston,42.36636,-71.09965,Entire home/apt,160,91,34,2019-08-02,0.35,1,90,0,
3968797,Sunny bedroom in large quiet house,4762495,Jennifer,,Roslindale,42.28969,-71.13183,Private room,88,5,57,2021-08-31,0.63,2,90,0,STR-408484
3969526,"Sensational South End- 2BR, no stairs, Location!",5408229,Liesl,,South End,42.33765,-71.07434,Entire home/apt,150,29,349,2022-08-14,3.58,1,75,4,
4000384,Sunlit room with private bath,10910804,Evelyn,,Jamaica Plain,42.31826,-71.09956,Private room,90,29,181,2020-03-01,1.85,1,44,0,STR-414873
4089940,"North End, 1 Bed Apt w/ office, Boston",20857768,Compass,,North End,42.36722,-71.05266,Entire home/apt,229,14,59,2021-05-20,0.61,11,0,0,Exempt: This listing is a unit used for furnished institutional or business stays
4090224,Sanitized Modern 3BD private home-near BCEC,17783651,Tiffany,,South Boston,42.3357,-71.05395,Entire home/apt,334,1,761,2022-09-10,7.87,1,256,106,STR-383708
4105704,Sunny Private Studio Aptmt,21299112,Helen,,Jamaica Plain,42.30385,-71.1151,Entire home/apt,135,3,263,2022-09-12,2.72,1,243,7,STR-460374
4112094,Cambridge Studio Apartment,404360,Victor,,Allston,42.37843,-71.14272,Entire home/apt,135,2,305,2022-09-06,3.15,2,257,51,STR-15361
4116478,Great House in Central Square,4578066,Lindsey,,Allston,42.36308,-71.10234,Entire home/apt,350,2,216,2022-09-10,2.25,1,269,38,STR-18433
4120067,"Nice&cozy room,15 min to boston!",6315338,Maria,,East Boston,42.38834,-71.03079,Private room,34,91,9,2019-06-01,0.09,3,339,0,
4148586,Back Bay Charmer,3588191,Kelly,,Back Bay,42.35491,-71.07463,Entire home/apt,225,91,15,2015-10-27,0.16,1,0,0,
4150640,Luxury Studio Apt in North End,20857768,Compass,,North End,42.36684,-71.0529,Entire home/apt,200,29,28,2022-06-12,0.29,11,12,1,Exempt: This listing is a unit used for furnished institutional or business stays
4173285,"Bright, cozy bedroom in Victorian",2851756,Angela,,Dorchester,42.28547,-71.06799,Private room,55,91,10,2019-04-19,0.11,1,109,0,
4191413,"Quiet, convenient and cozy!",21745933,Frank,,Brighton,42.37782,-71.16104,Entire home/apt,171,3,101,2022-08-07,1.06,1,207,19,
4209359,1B STUDIO Private entrance WALK HARVARD/MIT,81038,Louisa,,Allston,42.3677,-71.10584,Entire home/apt,195,30,187,2021-12-21,2.07,8,352,2,C0194540491
4209390,Private Upscale Suite,10176062,Lea,,Brighton,42.33572,-71.1781,Private room,190,3,60,2022-08-31,0.62,4,83,10,
4216908,"Quiet home near Porter, Harvard. On Red Line",21885217,Catherine,,Allston,42.38983,-71.11918,Entire home/apt,336,7,22,2022-08-07,0.36,1,0,3,STR-85105
4233242,Quiet Artist's Retreat,197327,Melissa,,Jamaica Plain,42.31246,-71.10793,Private room,98,29,43,2022-05-22,0.44,2,285,4,STR-416301
4235636,Cozy Room in a Charming Townhouse,10427720,Gosia,,Brighton,42.37664,-71.15157,Private room,125,30,9,2022-08-13,0.17,2,301,2,
4257929,Two Bedroom Apartment in Kenmore Sq,21926328,Hayden,,Fenway,42.34853,-71.09256,Entire home/apt,250,91,0,,,1,0,0,
4263736,Brownstone Master Bath Suite Park Views by LMA & T,11228809,Jonathan,,Roxbury,42.32971,-71.0931,Private room,168,2,370,2022-09-12,3.83,5,44,49,STR-443395
4270619,Sunny 3 Bdr corner luxury apartment,21631889,Ling Yi,,Allston,42.36935,-71.09845,Entire home/apt,264,75,55,2022-08-14,0.62,14,270,4,C0193720491
4276641,"Room 7 at Coolidge Corner, Brooklin",5014042,Yue Jin,,Allston,42.34038,-71.12595,Private room,104,1,25,2022-08-16,0.52,13,256,14,
4278067,Studio apart Tremont St South End #2,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,120,33,72,2022-09-01,0.75,6,270,2,
4279231,Somerville Private room,9563463,Sara,,Charlestown,42.37574,-71.09909,Private room,120,1,221,2022-09-10,2.29,3,314,57,
4291607,Great location!,16922109,Vanessa,,Brighton,42.33678,-71.15237,Entire home/apt,90,91,4,2015-08-03,0.04,1,0,0,
4303606,In the heart of Boston !,21851356,Gustavo,,Bay Village,42.35011,-71.06719,Private room,195,2,123,2022-09-14,1.28,1,309,17,STR-482931
4311729,"Lovely sunny 2 BD home, great area.  Free Parking",22381726,Wendy,,Allston,42.34777,-71.12354,Entire home/apt,389,3,91,2022-09-05,0.94,1,295,18,
4315439,Room Logan Airport + 1/2 bathroom,22402141,Mirian,,East Boston,42.38829,-71.00437,Private room,80,100,5,2019-09-01,0.06,2,363,0,
4338244,"Lux Kendall Square 1 Bedroom w/gym, WiFi",9419684,Churchill,,West End,42.363617,-71.08202,Entire home/apt,399,31,2,2015-08-23,0.02,41,335,0,C0281170491
4348422,Cozy Jamaica Plain Pad,22217451,Ashley,,Jamaica Plain,42.31128,-71.10981,Private room,150,91,0,,,1,0,0,
4364925,large & grand 2 bedroom South End by Copley Sq #3,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,180,33,143,2022-05-18,1.50,6,294,3,
4364989,newly furn one bedroom by Copley #6,9653086,Glenn,,South End,42.34128,-71.07607,Entire home/apt,126,31,81,2021-12-03,0.90,6,320,1,
4410765,"Grt Location, Big 3 Bed,Nr all Colleges, Hospitals",9795590,Patrick,,Brighton,42.35309,-71.14822,Entire home/apt,135,61,10,2022-03-31,0.12,2,290,1,
